,length
0,"[2.36249229 2.48375398 2.36248938 2.36248938 2.48375398 2.48375398
 3.207732   2.48374931 2.36248938 3.207732  ]"
1,"[2.48374931 2.36248938 2.48375398 2.36249229 2.36248938 2.48375398
 3.207732   2.36248938 2.48375398 3.207732  ]"
