,length
0,"[2.42689134 2.27693297 2.42689593 2.27693583 2.27693583 2.42689593
 3.150806   2.27693297 2.42689134 3.150806  ]"
1,"[2.42689134 2.27693583 2.27693583 2.27693297 2.42689593 2.42689593
 3.150806   2.27693297 2.42689134 3.150806  ]"
