,length
0,[1.74229952 1.74229952 1.83327958 1.66838619]
1,[1.74229952 1.83327958 1.66838619 1.74229952]
2,[1.83327958 1.66838619 1.74229952 1.74229952]
3,[1.74229952 1.83327958 1.66838619 1.74229952]
4,[1.98877161 1.98877161 1.98877161 1.98877161 1.64245631]
5,[1.98877161 1.98877161 1.98877161 1.98877161 1.64245631]
