,length
0,[2.01882635 2.01882635 2.01881875 2.01882344]
1,[2.01882635 2.01881875 2.01882635 2.01882344]
2,[1.92165977 2.00147324 2.00147324 1.92739686]
3,[2.0014688  2.0014682  1.92739686 1.92165977]
4,[2.0014688  2.0014682  1.92739686 1.92165977]
5,[2.00147324 1.92165977 2.00147324 1.92739686]
