,length
0,[2.46142985 2.00441402 2.52552904 1.97861033 2.03888729 1.98526635]
1,[1.97861033 2.00441402 2.52552904 2.46142985 1.98526635 2.03888729]
2,[1.98526635 2.03888729 1.97861033 2.00441402 2.52552904 2.46142985]
3,[1.98252893 1.92370237 1.92370237 1.98252893]
4,[1.92370237 1.98252893 1.98252893 1.92370237]
5,[1.97098955 1.96090389 1.96090389 1.97098955]
6,[1.96090389 1.97098955 1.97098955 1.96090389]
7,[2.03888729 1.98526635 2.46142985 2.52552904 2.00441402 1.97861033]
