,length
0,[2.00439436 2.01279359 2.08228785 2.00903916 2.03774012 2.06823458]
1,[2.01279359 2.08228785 2.00439436 2.06823458 2.00903916 2.03774012]
2,[2.06823458 2.00903916 2.03774012 2.01279359 2.08228785 2.00439436]
3,[2.08228785 2.01279359 2.00439436 2.06823458 2.03774012 2.00903916]
4,[2.06823458 2.03774012 2.00903916 2.08228785 2.01279359 2.00439436]
5,[2.00439436 2.08228785 2.01279359 2.03774012 2.00903916 2.06823458]
6,[2.03774012 2.00903916 2.06823458 2.00439436 2.08228785 2.01279359]
7,[2.00903916 2.03774012 2.06823458 2.00439436 2.01279359 2.08228785]
