,length
0,[2.10790877 1.97982793 2.10790877 2.16204874 1.95113511 1.97982793]
1,[2.19041683 1.96006325 1.97889707 2.19041683 1.96006325 2.0493985 ]
2,[1.96006325 2.19041683 2.0493985  1.96006325 2.19041683 1.97889707]
3,[1.97982793 2.10790877 1.97982793 1.95113511 2.16204874 2.10790877]
