,length
0,[2.06920298 1.9544389  2.06920298 2.03913854 2.02550668 1.9544389 ]
1,[1.9544389  2.06920298 2.02550668 1.9544389  2.06920298 2.03913854]
2,[2.06920298 1.9544389  2.03913854 2.06920298 1.9544389  2.02550668]
3,[1.9544389  2.06920298 1.9544389  2.02550668 2.03913854 2.06920298]
4,[2.0451756  2.05066015 1.95933071 2.0451756  2.05066015 2.0423905 ]
5,[2.05066015 2.0451756  2.0423905  2.05066015 2.0451756  1.95933071]
6,[2.0451756  2.05066015 2.0451756  1.95933071 2.0423905  2.05066015]
7,[2.05066015 2.0451756  2.05066015 2.0423905  1.95933071 2.0451756 ]
