,angle
0,93.77507459080138
1,87.09319149544375
2,94.21917315974322
3,84.7756760022411
4,171.7068371484206
5,88.16653223406284
6,99.80405688446399
7,178.550678094236
8,93.9787300142274
9,171.80623716089644
10,91.74167831746782
11,90.21853707898845
12,80.338457932806
13,87.3541403614931
14,87.46786689332298
15,88.16653223406283
16,93.77507459080135
17,93.97873001422738
18,99.80405688446395
19,178.550678094236
20,87.09319149544375
21,90.21853707898846
22,171.80623716089644
23,91.74167831746783
24,171.7068371484206
25,94.2191731597432
26,84.77567600224113
27,87.3541403614931
28,87.46786689332299
29,80.33845793280602
30,87.3541403614931
31,87.467866893323
32,93.97873001422744
33,90.21853707898848
34,171.7068371484206
35,80.33845793280601
36,99.80405688446392
37,171.80623716089644
38,94.2191731597432
39,178.550678094236
40,91.74167831746783
41,84.77567600224111
42,88.16653223406287
43,93.77507459080132
44,87.09319149544372
45,88.16653223406283
46,87.09319149544375
47,90.21853707898846
48,91.74167831746783
49,171.80623716089644
50,93.77507459080135
51,93.97873001422738
52,178.550678094236
53,99.80405688446395
54,171.7068371484206
55,84.77567600224113
56,94.2191731597432
57,87.46786689332299
58,87.3541403614931
59,80.33845793280602
60,87.467866893323
61,87.3541403614931
62,90.21853707898848
63,93.97873001422744
64,171.7068371484206
65,80.33845793280601
66,91.74167831746783
67,178.550678094236
68,84.77567600224111
69,171.80623716089644
70,99.80405688446392
71,94.2191731597432
72,88.16653223406287
73,87.09319149544372
74,93.77507459080132
75,87.09319149544375
76,93.77507459080137
77,84.77567600224111
78,94.2191731597432
79,171.7068371484206
80,88.16653223406283
81,91.74167831746784
82,171.80623716089644
83,90.21853707898846
84,178.550678094236
85,99.80405688446396
86,93.97873001422738
87,80.338457932806
88,87.467866893323
89,87.3541403614931
90,80.338457932806
91,87.467866893323
92,84.7756760022411
93,91.74167831746783
94,178.550678094236
95,87.3541403614931
96,94.2191731597432
97,171.80623716089644
98,99.80405688446395
99,171.7068371484206
100,90.21853707898846
101,93.97873001422742
102,87.09319149544372
103,93.77507459080135
104,88.16653223406286
105,80.338457932806
106,87.3541403614931
107,94.2191731597432
108,99.80405688446398
109,171.80623716089644
110,87.46786689332298
111,84.77567600224108
112,178.550678094236
113,91.7416783174678
114,171.7068371484206
115,93.97873001422744
116,90.21853707898846
117,93.77507459080135
118,87.09319149544372
119,88.16653223406287
