,length
0,[2.01002326 2.07379588 2.04224262 2.01002326 2.07379588 2.00830122]
1,[2.07379588 2.01002326 2.00830122 2.07379588 2.01002326 2.04224262]
2,[2.01002326 2.07379588 2.01002326 2.04224262 2.00830122 2.07379588]
3,[2.07379588 2.01002326 2.07379588 2.00830122 2.04224262 2.01002326]
