,angle
0,84.98546098140952
1,82.52783410232384
2,97.47548158209217
3,95.01834837350863
4,179.99611240866196
5,84.98582589498601
6,95.01507309702669
7,179.99460129690794
8,95.01547787118395
9,179.99662203768983
10,95.01844029359816
11,97.47599949668638
12,84.98066052565602
13,82.52068481155983
14,84.98071252105439
15,84.98061880642604
16,82.52056846410066
17,97.47559054451784
18,95.01504879772457
19,179.99649644957125
20,84.98063706444327
21,95.0179606861531
22,179.99465148042523
23,95.01801884121282
24,179.9960019539501
25,95.0157156297869
26,97.47610832972016
27,84.98568636298685
28,82.52773263998793
29,84.9863133772553
30,97.47580361946005
31,84.9807622014289
32,82.52097832058666
33,95.01571625021707
34,179.99651709970942
35,95.01810285102978
36,179.9967161580253
37,84.98564692981589
38,82.52756358649827
39,84.98099713413612
40,179.99514594330861
41,95.01809080487043
42,95.01525291447142
43,97.4756544632063
44,84.98543055098912
45,95.0179039851727
46,97.47602873788767
47,84.98584576535922
48,82.52733840364431
49,179.9969365198871
50,84.9808177009026
51,179.9951459611037
52,95.01803533038276
53,84.98120512824245
54,95.01566073117395
55,179.99651716427536
56,82.52098025014102
57,84.98548604505235
58,95.01504496293765
59,97.47565259794683
