,length
0,[2.01442894 2.01498088 2.0070314  2.00697775 2.01448158 2.01495808]
1,[2.01499542 2.01446208 2.00705605 2.00698024 2.01498072 2.01441621]
2,[2.02443175 2.02499364 2.02950293 2.0299001  2.02528111 2.02462458]
3,[2.02462793 2.02522867 2.02954558 2.02984394 2.02501318 2.02445465]
