,length
0,[2.02135563 2.01986667 2.00790937 2.02906443 2.02219938 2.02080472]
1,[2.02088136 2.02218637 2.00789039 2.02890512 2.02002125 2.02124202]
2,[2.02030876 2.01886762 2.0083575  2.02943892 2.01995566 2.02146961]
3,[2.02133201 2.02015825 2.0083028  2.0292619  2.01907463 2.020351  ]
