,length
0,[2.01620501 2.01620551 2.01639578 2.01639976 2.01620507 2.01620503]
1,[2.01620098 2.01620943 2.01640021 2.01639978 2.01620545 2.01620898]
2,[2.01620093 2.01620501 2.01640817 2.01639577 2.01620503 2.01620938]
3,[2.01620103 2.01620951 2.0164042  2.0164042  2.01620509 2.01620946]
