,length
0,[2.04719948 2.04896797 2.03535464 2.03535464 2.04896797 2.04719948]
1,[2.04719948 2.03535464 2.04896797 2.04896797 2.03535464 2.04719948]
2,[2.03535464 2.04896797 2.04719948 2.04719948 2.04896797 2.03535464]
3,[2.04896797 2.03535464 2.04719948 2.04719948 2.03535464 2.04896797]
