,angle
0,65.48438471863082
1,106.69596886615459
2,67.8695671977476
3,53.34798443307729
4,73.30403113384543
5,112.1304328022524
6,59.86559243803705
7,180.0
8,114.51561528136918
9,120.13440756196295
10,126.65201556692271
11,67.8695671977476
12,96.92938146955228
13,48.46469073477615
14,112.13043280225241
15,83.07061853044772
16,53.238061593397624
17,114.51561528136918
18,180.0
19,126.76193840660237
20,131.53530926522387
21,65.48438471863082
22,53.34798443307729
23,180.0
24,114.51561528136918
25,120.13440756196295
26,73.30403113384543
27,112.1304328022524
28,59.86559243803705
29,126.65201556692271
30,48.46469073477615
31,114.5156152813692
32,180.0
33,126.7619384066024
34,112.1304328022524
35,83.07061853044772
36,53.23806159339762
37,131.53530926522387
38,126.65201556692271
39,131.53530926522387
40,90.0
41,126.65201556692271
42,131.53530926522387
43,90.0
44,180.0
45,65.48438471863082
46,59.86559243803705
47,106.69596886615457
48,67.8695671977476
49,120.13440756196295
50,53.34798443307728
51,53.238061593397624
52,67.86956719774759
53,96.92938146955228
54,126.76193840660237
55,48.46469073477615
56,120.13440756196295
57,126.7619384066024
58,180.0
59,90.0
60,65.48438471863082
61,59.86559243803705
62,53.34798443307728
63,53.23806159339762
64,48.46469073477615
65,90.0
66,65.48438471863082
67,106.69596886615457
68,67.8695671977476
69,53.34798443307729
70,73.30403113384543
71,112.1304328022524
72,59.86559243803705
73,126.65201556692271
74,180.0
75,114.51561528136918
76,120.13440756196295
77,67.8695671977476
78,96.92938146955228
79,48.46469073477615
80,112.13043280225241
81,83.07061853044772
82,53.238061593397624
83,131.53530926522387
84,114.51561528136918
85,180.0
86,126.7619384066024
87,65.48438471863082
88,53.34798443307729
89,180.0
90,114.51561528136918
91,120.13440756196295
92,126.65201556692271
93,73.30403113384543
94,112.1304328022524
95,59.86559243803705
96,48.46469073477615
97,114.51561528136918
98,180.0
99,126.76193840660237
100,131.53530926522387
101,112.13043280225241
102,83.07061853044772
103,53.23806159339762
104,126.65201556692271
105,131.53530926522387
106,90.0
107,180.0
108,126.65201556692271
109,131.53530926522387
110,90.0
111,65.48438471863082
112,59.86559243803705
113,53.34798443307728
114,106.69596886615457
115,67.86956719774759
116,120.13440756196295
117,53.238061593397624
118,48.46469073477615
119,67.86956719774759
120,96.92938146955228
121,126.7619384066024
122,90.0
123,120.13440756196295
124,126.76193840660237
125,180.0
126,53.34798443307728
127,48.46469073477615
128,90.0
129,65.48438471863082
130,59.86559243803705
131,53.23806159339762
