,length
0,"[2.33614861 2.10316839 2.33614861 2.10316839 2.789144   2.33614861
 2.10316839 3.04405187 2.33614861 2.10316839 3.04405187 2.789144  ]"
1,"[2.33614861 2.10316839 2.33614861 2.10316839 2.789144   2.33614861
 2.10316839 3.04405187 2.789144   2.33614861 2.10316839 3.04405187]"
