,length
0,[1.98268923 2.00648062 2.25814843 2.25814843 2.00648062 1.98268923]
1,[2.25814843 2.00648062 1.98268923 1.98268923 2.00648062 2.25814843]
2,[2.00648062 2.25814843 1.98268923 1.98268923 2.25814843 2.00648062]
3,[1.98268923 2.25814843 2.00648062 2.00648062 2.25814843 1.98268923]
