,length
0,[1.72569375 1.72569381 1.7256987  1.70018521]
1,[1.70018521 1.7256987  1.72569381 1.72569375]
2,[1.72569375 1.72569381 1.7256987  1.70018521]
3,[1.70018521 1.7256987  1.72569381 1.72569375]
