,length
0,[2.09211266 2.11175434 2.11175231 2.09210634 2.09210629 2.11175024]
1,[2.11175024 2.09210629 2.09210634 2.11175231 2.11175434 2.09211266]
2,[2.09211266 2.11175434 2.11175231 2.09210634 2.09210629 2.11175024]
3,[2.11175024 2.09210629 2.09210634 2.11175231 2.11175434 2.09211266]
