,length
0,[2.08953815 1.90811678 2.09760936 1.91078436 2.08953494]
1,[2.08954114 1.90811678 2.08954114 2.09760947 1.91078436]
2,[2.09760936 1.91078436 2.08953494 2.08953815 1.90811678]
3,[1.90811678 2.08953815 2.08953494 2.09760936 1.91078436]
4,[2.09760947 1.91078436 2.08954114 1.90811678 2.08954114]
5,[2.08953494 2.09760936 1.91078436 1.90811678 2.08953815]
