,angle
0,55.33131627065956
1,26.79795738702929
2,47.94693440264028
3,55.68551658126801
4,91.83883775688153
5,123.62061622955464
6,57.44767266386618
7,94.61188360099665
8,75.07350661800675
9,122.55232733613381
10,85.38811639900335
11,104.92649338199327
12,88.74728315023516
13,56.37938377044537
14,73.44144625730846
15,42.69418103021974
16,88.16116224311848
17,132.0530655973597
18,124.31448341873198
19,137.30581896978026
20,106.55855374269154
21,124.66868372934044
22,153.20204261297073
23,91.25271684976485
24,180.0
25,28.553381013951377
26,91.99091602094225
27,110.75863313734624
28,36.643505392217826
29,113.29577138751989
30,70.58834291944714
31,57.44764250517878
32,59.59701410038994
33,109.41165708055284
34,122.5523574948212
35,120.40298589961006
36,54.7067060374484
37,66.70422861248011
38,57.29356511838887
39,88.84843902395819
40,143.3564946077822
41,88.00908397905775
42,69.24136686265375
43,91.15156097604181
44,122.70643488161116
45,180.0
46,151.44661898604863
47,125.29329396255163
48,124.66868372934046
49,67.82493614841061
50,82.2686213771775
51,65.15273007200202
52,121.81363740863507
53,59.597061277946146
54,75.07357686913336
55,63.986371495580634
56,120.40293872205386
57,104.92642313086664
58,116.01362850441939
59,71.37042665556564
60,58.18636259136493
61,63.24054560142503
62,64.43360923127317
63,114.847269927998
64,112.17506385158939
65,97.7313786228225
66,115.56639076872685
67,116.75945439857499
68,151.44661898604863
69,180.0
70,108.62957334443436
71,153.20204261297073
72,32.59778777898385
73,123.89970139307864
74,82.62397370190827
75,36.64347645702663
76,91.8390136580809
77,65.15273007200202
78,143.35652354297335
79,88.1609863419191
80,114.847269927998
81,136.69157094320127
82,97.37602629809173
83,119.93266196755474
84,61.40845174929749
85,56.10029860692137
86,180.0
87,147.40221222101616
88,118.5915482507025
89,60.067338032445285
90,88.00908397905773
91,112.17506385158939
92,43.30842905679874
93,132.0530655973597
94,147.40213852956407
95,98.96580861546299
96,69.2412642360105
97,124.31458976506444
98,97.73130636405176
99,110.75873576398948
100,55.685410234935574
101,82.26869363594825
102,128.21004357693755
103,81.03419138453701
104,107.09958498018025
105,39.83236387130253
106,32.59786147043593
107,147.40221222101616
108,180.0
109,140.16763612869747
110,72.90041501981976
111,69.24136686265375
112,97.73137862282252
113,51.789956423062435
114,124.31448341873198
115,97.37598513083154
116,91.99096268278144
117,47.946807302389274
118,67.82493614841061
119,88.00903731721857
120,132.0531926976107
121,112.17506385158939
122,43.30842905679875
123,82.62401486916846
124,60.06733803244527
125,118.5915482507025
126,180.0
127,56.10029860692137
128,32.59786147043593
129,61.40845174929749
130,119.93266196755472
