,length
0,[2.038034   2.0120699  2.01206512 2.038034  ]
1,[2.038034   2.0120699  2.01206512 2.038034  ]
2,[2.02433    2.02433    2.06361132 2.06361132 2.02433    2.02433   ]
3,[2.02433    2.02433    2.06361521 2.02433    2.02433    2.06361521]
