,length
0,[2.00337972 2.00337972 2.08584284 2.00337972 2.08584284 2.00337972]
1,[1.9716454  1.99536763 1.9716451  1.9716451  1.9716454  1.99536763]
2,[2.00337972 2.00337972 2.00337972 2.08584681 2.08584681 2.00337972]
3,[1.9716451  1.99536763 1.971641   1.971641   1.99536763 1.9716451 ]
