,length
0,"[2.43121587 2.43121587 2.43121587 2.43121599 2.946767   2.43121599
 2.43121587 2.946767  ]"
1,"[2.43121587 2.43121587 2.43121599 2.43121587 2.43121587 2.946767
 2.946767   2.43121599]"
