,length
0,"[2.38346534 2.70666221 2.54871009 3.23705609 1.95144952 2.85891786
 2.54748274]"
1,[2.19980826 2.11026833 2.29012408 2.04680442]
2,[2.04576285 2.27621594 2.08195484 2.21270557]
3,"[2.53092971 1.94978585 2.82720942 3.17018419 2.539262   2.70268088
 2.39753238]"
4,[2.21834205 2.28107915 2.02322149 2.12418052]
5,"[2.39853515 2.5394899  2.71259935 2.53073428 3.0262292  1.96592334
 2.77872657]"
6,[2.08968707 2.01780397 2.27508182 2.22469163]
7,"[1.97986127 2.76111588 2.93205451 2.53582625 2.738094   2.42265066
 2.5469208 ]"
