,length
0,[2.07298607 2.02179373 2.07298568 2.02178885]
1,[2.02178885 2.07298607 2.02179373 2.07298568]
2,[1.99029443 2.08630666 2.08630204 2.08630204 2.08630666 1.99029443]
3,[2.08630663 2.08630666 1.99029051 2.08630666 2.08630663 1.99029051]
