,length
0,[2.0589126  2.05889905 2.05889644 2.05889601 2.05889948 2.05891669]
1,[2.05889885 2.05890753 2.05889093 2.05889222 2.05889807 2.05891648]
2,[2.05891204 2.05890759 2.05889178 2.05889135 2.05890264 2.05890344]
3,[2.05892113 2.05889896 2.05889599 2.05889642 2.05889939 2.05891253]
