,length
0,"[2.38201293 2.60479449 2.48803442 2.48266351 2.47147295 2.41919954
 2.34624104 2.43749919]"
1,"[2.46758982 2.37853481 2.25406097 2.41867195 2.47306393 2.35756719
 2.49406317 2.32408088]"
2,"[2.39519656 2.3287658  2.41187009 2.32880675 2.3535807  2.23698953
 2.3635092 ]"
3,"[2.48266351 2.48803442 2.60479449 2.38201293 2.43749919 2.34624104
 2.41919954 2.47147295]"
4,"[2.28849036 2.44032491 2.32792051 2.47301813 2.6559491  2.35233281
 2.70979727 2.25591376]"
5,"[2.41867195 2.25406097 2.46758982 2.37853481 2.32408088 2.49406317
 2.35756719 2.47306393]"
6,"[2.47301813 2.32792051 2.44032491 2.28849036 2.25591376 2.70979727
 2.35233281 2.6559491 ]"
7,"[2.32880675 2.41187009 2.3287658  2.39519656 2.3635092  2.23698953
 2.3535807 ]"
