,length
0,"[2.20817945 2.50492825 2.50492825 2.50492825 2.50492825 2.50492825
 2.50492825 2.20817945]"
1,"[2.50492825 2.50492825 2.50492825 2.20817945 2.20817945 2.50492825
 2.50492825 2.50492825]"
2,"[2.50492825 2.20817945 2.50492825 2.50492825 2.50492825 2.50492825
 2.20817945 2.50492825]"
3,"[2.50492825 2.50492825 2.20817945 2.50492825 2.50492825 2.20817945
 2.50492825 2.50492825]"
