,length
0,[1.65893487 1.9592088  1.967104   1.96720176 2.01275   ]
1,[1.99635667 1.93033534 1.93043176 1.77926649 1.63839914]
2,[1.99628789 1.93025607 1.93000705 1.6384199  1.7789998 ]
3,[1.95983745 1.65887967 1.96680451 1.96683218 2.01353126]
