,length
0,[1.96537239 1.63690908 1.86052524 1.96537239 1.99664536]
1,[1.96537239 1.63690908 1.96537239 1.99664536 1.86052524]
2,[1.96537239 1.96537239 1.99664536 1.86052524 1.63690908]
3,[1.96537239 1.86052524 1.96537239 1.99664536 1.63690908]
