,length
0,[1.92616332 1.92616332 2.00293456 1.64956783 1.7483805 ]
1,[1.98060162 1.98295375 1.98060162 1.65024654 2.02186507]
2,[1.98060162 1.65024654 2.02186507 1.98295375 1.98060162]
3,[1.92616332 1.7483805  1.92616332 2.00293456 1.64956783]
4,[1.92616332 1.64956783 1.92616332 2.00293456 1.7483805 ]
5,[1.98060162 1.98060162 1.98295375 2.02186507 1.65024654]
6,[1.98060162 2.02186507 1.65024654 1.98060162 1.98295375]
7,[1.92616332 1.7483805  1.64956783 1.92616332 2.00293456]
