,length
0,[1.9360495  1.75377129 1.9360495  2.00656453 1.65129659]
1,[1.9360495  1.65129659 1.75377129 2.00656453 1.9360495 ]
2,[1.9575418  1.65463859 1.9575418  2.01666761 1.94117398]
3,[1.9575418  1.9575418  2.01666761 1.94117398 1.65463859]
