,length
0,[1.94425681 1.82265265 1.94425681 1.98482751 1.66686268]
1,[1.94425681 1.66686268 1.94425681 1.98482751 1.82265265]
2,[1.94425681 1.66686268 1.82265265 1.94425681 1.98482751]
3,[1.94425681 1.94425681 1.98482751 1.82265265 1.66686268]
