,length
0,[1.94467037 1.64937587 2.00778127 1.94466723 1.84473809]
1,[1.94466721 1.84474158 1.94467035 2.00778126 1.64937587]
2,[1.94467037 1.64937587 1.84472862 2.00777879 1.94466723]
3,[1.94466895 1.94467209 2.0077887  1.84473211 1.64937587]
