,length
0,[2.06141879 2.0808674  1.98097548 2.06142083 2.0808674  1.89779418]
1,[2.08086531 2.0614274  1.89777928 2.08086329 2.06142535 1.98097943]
2,[2.06141879 2.0808674  2.06142083 1.98097548 1.89779418 2.0808674 ]
3,[2.08086531 2.0614274  2.08086329 1.89779158 1.98097943 2.06142535]
4,[2.07629222 1.84549886 2.17393913 1.92137027 2.07628613 1.92136588]
5,[1.92136823 2.1739259  1.84550999 2.07628609 1.92137262 2.07628609]
6,[2.1739259  1.92136823 2.07628609 1.84550999 1.92137262 2.07628609]
7,[1.84549886 2.07629222 1.92136792 2.17393913 2.07628613 1.92136354]
