,length
0,[1.9392122  1.93921241 2.34209254 1.97336873 1.97336852]
1,[1.97336862 1.97336841 2.34209252 1.93921259 1.93921239]
2,[1.97337358 2.34209871 1.97337379 1.93920731 1.93920752]
3,[1.93920752 1.93920731 1.97337358 1.97337379 2.34209871]
