,length
0,[2.37694977 2.3769384  2.37709232 2.37710857 2.37690806 2.37690788]
1,[2.37690806 2.37710857 2.37690788 2.37694961 2.37694977 2.37710355]
2,[2.37709522 2.3769079  2.37694959 2.3769079  2.37710645 2.37693838]
3,[2.37746608 2.37747477 2.37689684 2.37689682 2.3766946  2.37668354]
4,[2.37689682 2.37669476 2.3766946  2.37747732 2.37689684 2.37747477]
5,[2.37669459 2.376897   2.37747234 2.37668337 2.37746111 2.376897  ]
