,angle
0,87.7014470869869
1,87.75911140131659
2,53.13923322890422
3,92.09025633036849
4,92.12027832479679
5,179.77848052187252
6,126.86076677109578
7,87.75911140131659
8,53.13923322890422
9,92.09025633036849
10,179.77848052187252
11,92.12027832479677
12,126.86076677109578
13,53.17914860688533
14,179.79098331219686
15,92.10277425803014
16,92.10277425803014
17,126.82085139311468
18,126.61183470530952
19,126.64114226747749
20,126.64114226747748
21,180.0
22,88.04741856632108
23,88.04741856632108
24,53.388165294690495
25,88.05769336372964
26,53.358857732522516
27,53.35885773252252
28,87.75911140131659
29,87.75911140131659
30,53.179148606885335
31,92.10277425803012
32,92.10277425803012
33,179.79098331219686
34,126.82085139311468
35,87.70144708698689
36,53.139233228904224
37,92.12027832479679
38,179.7784805218758
39,92.09025633036848
40,126.86076677109578
41,53.139233228904224
42,179.77848052187252
43,92.1202783247968
44,92.09025633036848
45,126.86076677109578
46,126.64114226747748
47,126.64114226747748
48,126.61183470530949
49,179.99999914622634
50,88.05769336372963
51,88.0474185663211
52,53.35885773252254
53,88.0474185663211
54,53.358857732522516
55,53.388165294690495
56,88.04741856632108
57,88.04741856632108
58,53.3881652946905
59,92.09025633036849
60,92.09025633036849
61,179.79098331219686
62,126.61183470530952
63,88.05769336372964
64,53.358857732522516
65,92.12027832479679
66,179.77848052187088
67,92.10277425803014
68,126.64114226747749
69,53.35885773252254
70,179.77848052187417
71,92.12027832479677
72,92.10277425803014
73,126.64114226747748
74,126.86076677109578
75,126.86076677109578
76,126.82085139311468
77,180.0
78,87.7014470869869
79,87.75911140131659
80,53.13923322890422
81,87.75911140131659
82,53.13923322890422
83,53.17914860688533
84,88.05769336372963
85,88.0474185663211
86,53.35885773252254
87,92.10277425803012
88,92.12027832479679
89,179.77848052187417
90,126.64114226747748
91,88.0474185663211
92,53.358857732522516
93,92.10277425803012
94,179.7784805218758
95,92.1202783247968
96,126.64114226747749
97,53.388165294690495
98,179.79098331219686
99,92.09025633036848
100,92.09025633036848
101,126.61183470530952
102,126.82085139311468
103,126.86076677109578
104,126.86076677109578
105,180.0
106,87.75911140131659
107,87.75911140131659
108,53.17914860688533
109,87.70144708698689
110,53.13923322890422
111,53.13923322890422
