,length
0,[2.03721394 2.03803234 2.06295223 2.06295223 2.03803234 2.03721394]
1,[2.03803234 2.06295223 2.03721394 2.03721394 2.06295223 2.03803234]
2,[2.06295223 2.03803234 2.03721394 2.03721394 2.03803234 2.06295223]
3,[2.03721394 2.06295223 2.03803234 2.03803234 2.06295223 2.03721394]
