,length
0,[2.10646559 2.10714222 2.25083371 2.25099032 2.09497901 2.1070377 ]
1,[2.10703353 2.09484457 2.25098196 2.25084338 2.10714647 2.106474  ]
2,[2.10708088 2.10606227 2.25104392 2.25077746 2.09526471 2.10709484]
3,[2.10708443 2.09536134 2.25077475 2.25104572 2.10609168 2.10709157]
