,length
0,[1.98409015 1.9991871  1.9960219  1.99602223]
1,[1.99605123 1.99604638 1.98411067 1.99920823]
2,[1.98452873 1.99962096 1.99625198 1.99626838]
3,[1.99626238 1.99625217 1.98446073 1.99956799]
