,length
0,[1.99048052 1.99248376 1.99072666 1.99148939]
1,[1.99049649 1.991473   1.99076641 1.99252415]
2,[1.99036913 1.99240896 1.99066309 1.99144196]
3,[1.99034535 1.99140419 1.99066839 1.9924282 ]
