,length
0,[1.71133255 1.86418738 1.80440502 1.80078159]
1,[1.8000959  1.78995041 1.79204259 1.83552902]
2,[1.73537635 1.8470491  1.86671451 1.83937988]
3,[1.71686445 1.72549437 2.04279756 1.67400255]
4,[1.79814637 1.83105654 1.99763637 1.89412976 1.9446698 ]
5,[1.82313719 1.7838482  2.0106835  1.74198568]
6,[1.87291613 2.00150554 1.77148391 1.91416569 1.90718767]
7,[1.808214   1.8731064  2.13910297 1.96642379 1.73440688]
8,[1.84366609 1.81648441 1.85043113 1.74503747]
9,[1.81471579 1.78156447 1.71506211 1.82527038]
10,[1.77145642 1.80273664 1.75777259 1.87718651]
11,[1.86616854 1.8139374  1.78030054 1.78141796]
12,[1.80909316 1.88052392 2.01711092 1.83726281 1.87980427]
13,[1.85894301 1.884207   1.81019203 1.8916169  1.9548458 ]
14,[1.65216089 1.78320169 1.99654281 1.78582375]
15,[1.7783367  1.90092735 1.98430746 1.94224063 1.81785678]
16,[1.98536311 1.94605238 1.84037456 2.12046033 1.96668981 1.87899486]
17,[1.93172956 1.78700535 1.79823308 1.91682543 1.89554923]
18,[1.90151458 1.82532376 1.86362233 2.13787305 1.7954828 ]
19,[2.02820628 1.9437222  2.37861552 1.95547076 1.78119877 1.77394843]
20,[1.85121736 1.8156485  1.89753385 1.82202094 1.78615288]
21,[1.76015671 1.79640938 1.73674829 1.7542848 ]
22,[1.8997734  1.90805009 1.85110308 1.90869735 1.86002567]
23,[1.891535   1.8560107  1.80476637 1.97742996 1.88982522]
24,[1.80737458 1.80629778 1.78348434 1.85035349]
25,[1.76594061 1.79488925 1.7851048  1.84512286]
26,[1.89581116 1.71926833 1.8097532  1.71153065]
27,[1.94731581 1.86831751 1.86195918 1.87588449 1.8512191 ]
28,[1.89486893 1.86313333 1.8897142  1.96862985 1.80241586]
29,[1.87356427 1.81766939 1.84279088 2.22485338 1.78492278]
30,[1.84452749 1.68628389 1.8194965  1.75527698]
31,[1.88852757 2.07568538 2.0110784  1.82296722 1.91745278 1.78889419]
32,[1.83460224 2.14552662 1.80539055 1.78015194 1.87589143]
33,[1.80209742 1.78235447 1.88247354 1.87391317]
34,[2.00664224 1.793224   2.02769076 1.84518765 1.84337799]
35,[2.08181485 1.95328835 1.8144173  1.85808199 1.83105019]
36,[1.88620774 1.8229302  1.81211325 1.76139858]
37,[1.95059831 1.89670068 1.9295991  1.94534126 1.86592807]
38,[2.09268394 1.86876029 1.91822053 1.76570204 1.83825858]
39,[1.87006876 1.83355642 1.98392843 1.82578888 1.87431264]
