,length
0,[1.7335026  1.84245985 1.72593027 1.73189914]
1,[1.8368749  1.86024415 1.73067724 1.7744319 ]
2,[1.82300658 1.92815935 1.78631544 2.06520793 1.85926168]
3,[1.95326297 1.84102262 1.82675168 1.80449093 1.89865671]
4,[1.77065973 1.83028717 2.21503551 1.85415152 1.92438656]
5,[1.8180339  1.92987317 1.72835617 1.80224816]
6,[1.91639485 1.7634235  1.7204518  2.02027801 1.88017112]
7,[1.78265766 1.76120658 1.77961372 1.80745953]
8,[1.8000537  1.7663179  1.83345804 1.82307351]
9,[1.91181804 1.78514661 1.79764465 1.94725526 1.9549416 ]
10,[1.85169737 1.8072876  1.81383943 1.78045118]
11,[1.782574   2.05505033 1.8452379  1.71706359 1.94079525]
12,[1.80946358 1.81228347 1.94744928 1.87894826]
13,[1.85040574 1.82289121 2.09349228 1.93419469 1.85936351]
14,[1.78724421 1.81113642 1.87748759 1.82414898]
15,[1.80578211 1.87311123 1.87458964 1.91661747 1.87171151]
16,[1.68532928 1.76342847 1.88467083 1.85780919]
17,[1.7897315  1.97676749 1.85049601 1.82955673 1.83816122]
18,[1.81833695 1.85924014 1.765897   1.8063893 ]
19,[1.81901436 1.84218206 1.756183   1.89032673]
20,[1.78064305 1.67835465 1.89407819 1.87592268]
21,[1.81433139 1.92394797 1.87660646 1.84254006 1.88011729]
22,[2.00380075 1.79946985 1.73681295 1.72801779]
23,[2.13316747 1.74982084 1.97433063 1.99611323 1.76640647]
24,[1.77174988 1.85222492 1.74289841 1.83048902]
25,[1.96693823 1.86137236 1.8412964  1.89794347 1.91631405]
26,[1.76862516 1.77662577 1.83866475 1.80612043]
27,[1.81173938 1.80842097 1.80173163 1.94528982]
28,[1.87878914 1.76783787 1.75837646 1.81343108]
29,[1.85484691 1.93173784 1.7580681  1.96066107 1.81124187]
30,[1.8007346  1.95687694 1.70466529 1.87013825]
31,[1.92141638 1.75860182 1.78591166 1.90142188 1.87915249]
32,[1.75120242 1.79504029 1.81944676 1.79996938]
33,[1.97006753 1.85365182 1.88514857 1.77234895 2.07044287]
34,[1.68548255 1.85970662 1.90156607 1.76658397]
35,[2.06706589 1.8560964  1.77662143 1.90800045 1.81538286]
36,[1.74294727 1.88468365 1.90338595 1.81491383]
37,[1.80825631 1.74600891 1.76401774 1.77091029]
38,[1.85437721 2.1627225  1.81696717 2.02633935 1.79538365]
39,[1.85572281 1.83792898 1.83198086 1.95656837 1.77498364]
