,length
0,[1.7274623  1.75209699 1.71149667 1.87976949]
1,[1.73671567 1.75872317 1.76676011 1.7709319 ]
2,[1.73288375 1.98400238 2.09039458 1.87376377 1.87553663]
3,[1.76737732 1.77998981 1.78270512 1.75369579]
4,[1.81537659 1.86360117 1.92127311 1.70645973]
5,[1.88420676 1.8945273  1.96684506 1.84442625 1.85863962]
6,[1.89122811 1.79114618 1.78053158 1.77203564]
7,[1.86625894 1.84564269 1.9126125  2.00660086 1.91863602]
8,[2.01236818 1.80957153 1.80593613 1.81015464 1.89827256]
9,[2.07505896 1.82970221 1.80198155 1.90324101 1.9112444 ]
10,[1.75915561 1.76490781 1.77795458 1.85650451]
11,[1.75504561 1.80028479 1.77255962 1.72431113]
12,[1.87571399 2.20207294 1.77172257 2.45395814 1.98978798 1.89182787]
13,[1.91216236 1.76849912 1.78085651 1.82919104]
14,[1.77228492 1.98515099 1.79193352 2.28378098 1.87349845]
15,[1.9208256  1.8122572  1.75939583 2.08363513 1.92668568]
16,[2.06197594 1.86986053 1.97734375 1.84752714 2.37096114 1.85677657]
17,[1.82929335 1.92435466 1.82213557 1.89052827 1.80565948]
18,[1.71547642 1.88809369 1.82618341 1.80841116]
19,[2.17109273 1.81856729 1.85818334 1.85385795 2.01329643]
20,[2.01159313 1.88641155 1.80906986 1.79102313 1.89461075]
21,[1.8829525  2.03365683 2.03352864 1.93676155 1.89049221 1.92260912]
22,[1.85813311 1.88767161 2.06554273 1.89649823 1.93774584 1.89352998]
23,[1.84031163 1.82348005 1.75690102 1.76684192]
24,[1.93455751 1.75295065 1.74654053 1.91857116]
25,[1.73373119 1.7833202  1.78137573 1.78055354]
26,[1.79061645 1.72614483 1.77136779 1.77388228]
27,[1.83406437 1.7816945  1.86383918 1.83541986 1.932219  ]
28,[1.87918745 1.78129445 1.80511738 1.81117207]
29,[2.03058809 1.80972333 1.91236817 1.92087557 1.88720512]
30,[1.78529428 1.76381098 1.83137656 1.85581092]
31,[1.89926786 1.85356355 1.81573649 1.84989656 1.95157246]
32,[1.84540661 1.80973305 1.767243   1.74558488]
33,[1.80171227 1.79857688 1.7428953  1.83242763]
34,[1.96558872 1.96604071 1.91574966 1.77598053 1.90874924]
35,[1.87116527 1.83355719 2.14263626 1.78831419 1.84235013]
36,[1.80965325 1.91869361 1.87396259 1.87084948 1.92139483]
37,[1.92817903 1.92404367 1.80236409 2.34911208 1.87129162 2.34062231]
38,[1.80472956 1.69884101 1.80398506 1.82186456]
39,[1.84561251 1.85242504 1.8272847  1.90596782 1.97288913]
