,length
0,[1.84584504 1.8775049  1.88031824 1.87148272]
1,[1.95916843 1.95804519 1.84325208 1.94632912 1.95866369]
2,[1.82074962 1.77351999 1.7339242  1.85265623]
3,[2.03151934 1.93672461 1.84095618 1.99714043 1.89176315 1.96290507]
4,[1.78992499 1.83270144 1.85827597 1.79885046 1.98982233]
5,[1.77346605 1.74948946 1.7921724  1.77550134]
6,[1.8131565  1.91185654 1.9561221  1.79733427 1.87370749]
7,[1.80841522 1.78327443 1.83901334 1.80910547]
8,[1.83659982 1.74344185 1.73775253 1.870953  ]
9,[1.83654483 1.84748112 1.79931714 1.79808628]
10,[1.79313688 1.74782402 1.74359029 1.8174946 ]
11,[1.88756514 1.82398413 1.85815554 1.93506727 1.97824626]
12,[1.84697449 1.813445   1.78439066 1.8002399 ]
13,[1.78788827 1.84040023 1.86214743 1.78180349]
14,[1.80479068 1.75999082 1.85394696 1.84236599]
15,[1.85058619 1.85844702 1.91928386 1.89071215 1.83535859]
16,[1.75357322 1.80308204 1.90460061 1.7686143 ]
17,[1.78916187 1.73667325 1.81252733 1.73598781]
18,[1.85140955 1.88975936 1.81954355 1.99371587 1.86392793]
19,[1.82448797 1.85099469 1.83214609 1.76529877 2.06863729]
20,[1.72452034 1.77443965 1.7538154  1.71068967]
21,[1.80804696 2.03159802 1.92881522 1.93932151 1.78963875]
22,[1.75096425 1.75880008 1.78242206 1.7288933 ]
23,[1.80540563 1.83597682 1.77278919 1.74076696]
24,[1.75190076 1.79476724 1.82319955 1.7841159 ]
25,[1.90830829 1.86807532 1.8630427  2.0082381  1.81966344]
26,[1.83999558 1.80767278 1.8257703  1.76961622]
27,[1.7733219  1.77178408 1.80256895 1.82057305]
28,[1.85267433 1.74309642 2.07554098 1.91454362 1.79726481]
29,[1.84826828 1.88339659 1.9915963  2.09931633 1.87407144 1.88847547]
30,[1.87208334 1.7902737  1.81380351 1.78385613]
31,[1.85366766 1.81214086 1.80458603 1.83609112]
32,[1.8834425  1.83849895 1.90277847 1.9011714  1.92749126]
33,[1.83691287 1.78032352 2.15374052 1.80951679 1.87158544]
34,[1.7963487  1.77010364 1.7741046  1.75218276]
35,[1.85301528 1.80923422 1.78237124 1.75653641]
36,[1.88290557 1.88080889 1.79736258 1.90730215 1.76366462]
37,[1.85712823 2.04028124 1.79424716 1.9101912  2.09737134]
38,[1.8908567  1.84255999 1.81103955 1.8509478  1.9704235 ]
39,"[2.0640627  1.8658908  2.70753765 1.90178135 2.21050698 2.58059684
 1.98782122 2.61196629 1.93967579]"
