,length
0,[1.82787911 1.86812947 2.02621196 1.89576393 1.87027583]
1,[1.89247579 1.80943733 1.92266354 1.81859577 1.9813777 ]
2,[1.69295601 1.84858204 1.77102782 1.79617359]
3,[2.17690031 1.90906731 2.11733061 1.86703873 1.89391847 1.9841935 ]
4,[1.84144393 1.91989983 1.87458003 1.89272828 1.89342301]
5,[1.98465925 1.81717787 1.77911628 2.17387124 1.8406772 ]
6,[1.81827301 1.79618162 1.74695405 1.83242752 1.97821692]
7,[1.82768872 1.83836237 1.87293567 1.83166103]
8,[1.84113246 1.81936726 1.7719428  1.76193463]
9,[1.80243442 1.91830034 1.79706178 1.7537726 ]
10,[1.90168868 1.82891338 1.83304133 1.81766066]
11,[1.79607888 1.83162543 1.80003764 1.77275593]
12,[1.91421335 1.88166092 1.83115955 1.87645612 1.95379646]
13,[1.83207348 2.01956615 1.89229186 1.90377814 1.76294141]
14,[1.89030827 1.87156936 1.79981489 1.8240387  1.83810541]
15,[1.9047703  1.90141647 1.83208026 1.84494559 2.04524054]
16,[1.75917989 1.77661932 1.82266102 1.85147309]
17,[1.86693902 1.86925074 2.12847412 1.94049137 1.80780528]
18,[1.87591234 1.87701575 1.86970118 1.85196682 1.90633739]
19,[1.99830749 1.93107544 1.82617326 1.83510913 1.87438485]
20,[1.79273976 1.69622112 1.76544126 1.80002832]
21,[1.82936614 1.76056023 1.82622075 1.82573724]
22,[1.7950938  1.74217845 1.83530156 1.72321637]
23,[1.82081949 1.8520395  1.83514375 1.94139331 1.81734677]
24,[1.7427333  1.78304788 1.95916783 1.77899887]
25,[1.83259058 1.7818931  1.80253482 1.7668417 ]
26,[1.79104824 1.84695595 2.04446796 1.94008407 1.82176477]
27,[1.92963147 1.95261668 1.90105128 1.79022332 1.90464049]
28,[1.99377061 1.83762407 1.78397179 1.74148155 2.00847701]
29,[1.94659897 1.86641803 2.0197678  1.91491452 1.89124068]
30,[1.78430028 1.68665756 1.87164412 1.87899362]
31,[1.79403601 1.85327789 1.92953372 1.88870839 1.81618868]
32,[1.84507717 1.77546981 1.78013049 1.76015371]
33,[1.82697982 1.86091913 1.86105494 1.87644428]
34,[1.85314527 1.87597109 1.79427418 1.94863924 1.82934452]
35,[1.80167298 1.94735353 1.93590463 2.00208762 1.83227617]
36,[1.84718145 1.96986345 1.7928722  1.89848636 1.80722848]
37,[1.81358419 1.77808995 1.81096734 1.83659576]
38,[1.76533298 1.74007194 1.80508505 1.79460857]
39,[1.85242381 1.77204076 1.82479092 1.81701465]
