,length
0,[1.97249203 2.06855    1.82228631 1.91494919 1.80409083]
1,[2.14308911 1.78333071 1.80772832 1.82210185 1.95055101]
2,[1.8268681  1.78875091 1.74572174 1.87254414]
3,[1.81211253 1.79829765 1.77972755 1.80519153]
4,[1.89352787 1.93717035 1.97414214 1.91694309 1.78832168]
5,[1.85524259 1.89630637 1.80824407 1.84080951 1.90527407]
6,[1.84837354 1.82347698 1.84678481 1.81936666]
7,[1.8110332  1.74643992 1.76850461 1.71442148]
8,[1.89555671 1.83370439 1.79677276 1.79832133]
9,[1.77557567 1.77187013 1.86083384 1.8152771 ]
10,[1.96714898 2.01370618 1.81592289 1.9481607  1.86545214]
11,[1.7889634 1.7709425 1.8105739 1.8531414]
12,[1.77482013 1.80649477 1.81597871 1.78123556]
13,[1.91135321 1.82056399 1.84533153 2.0570572  1.81239603]
14,[1.88628715 1.85136314 1.87795981 1.88925785 1.83745352]
15,[1.774229   2.12608117 1.84541019 1.81174183 1.7960168 ]
16,[1.93865865 1.85440703 1.84028046 1.93199582 1.8291859 ]
17,[2.05488498 2.01661132 1.88831575 1.81731945 1.9864636  2.14088445]
18,[1.79700633 1.75181844 1.80769555 1.81399303]
19,[2.00301441 1.8826675  1.89454654 1.91295108 1.84016003]
20,[1.72506212 1.80263738 1.82981201 1.8488051 ]
21,[1.72334605 1.75395821 1.75691091 1.78660407]
22,[1.7508935  1.79818865 1.79958786 1.74304855]
23,[1.75658883 1.78928835 1.78137461 1.79185697]
24,[1.86884129 1.99066907 1.90800099 1.84251565 1.7800008 ]
25,[1.7967669  1.81799342 1.83501729 1.85800422]
26,[1.76008137 1.80680798 1.80142272 1.83498902]
27,[1.73541497 1.77975039 1.79047035 1.75613997]
28,[1.81862139 1.95814136 1.84038296 1.96456988 1.93226624]
29,[1.88351585 1.86892697 1.87879044 1.87797922 1.76774683]
30,[2.08587276 1.84745197 1.83876025 1.85395203 1.81047024]
31,[1.82244244 2.01215377 1.82324217 1.87733859 1.80484894]
32,[1.85065435 1.72434301 1.78718461 1.78247041]
33,[1.7892642  2.04622582 1.91232623 1.77441763 2.06479758]
34,[1.84667659 1.77496502 1.76467325 1.70544987]
35,[1.74463145 1.80451761 1.8752158  1.76940329]
36,[1.67835802 1.85698752 1.82455028 1.73145831]
37,[1.78238776 1.8082039  1.82650716 1.78587079]
38,[1.94186083 1.96136281 1.82407258 1.90413648 2.18055113 1.95424849]
39,[1.76588991 1.87252044 1.83117584 1.78218374]
