,length
0,[1.7957383  2.02945747 1.79937872 1.80881344 1.99714136]
1,[1.78846134 1.76717398 1.87266476 2.20199561 1.8306116 ]
2,[1.79941017 1.77986456 1.78141831 1.80418716]
3,[1.86908993 2.05985257 1.89439545 1.87465608 1.79602788]
4,[1.85689185 1.87891057 1.79215527 1.80033353 1.95031271]
5,[1.89104519 1.80733859 1.86271307 1.88409276 1.95241303]
6,[1.78656566 1.74370385 1.84111539 1.81640501]
7,[2.01550287 1.88916672 1.95569516 1.9563184  1.86827967 2.19168236]
8,[1.7960398  1.79446727 1.71561101 1.77599943]
9,[1.77314712 1.81750329 1.7985872  1.79193193]
10,[1.84411954 1.83001183 1.82761832 1.81203023]
11,[1.94041149 1.86056011 1.85672208 1.96251562 1.84496375]
12,[1.82611377 1.78075754 1.78603971 1.81599581]
13,[1.90652319 1.7377428  1.94703713 1.89134575 1.76845464]
14,[1.72327625 1.79327637 1.81692641 1.77121354]
15,[1.86379049 1.94409869 1.88890352 1.90092931 1.85392958]
16,[1.79009499 1.75065169 1.81255913 1.82021962]
17,[1.79679604 2.11929212 1.84388638 1.86360175 1.92530493]
18,[2.02345181 1.83955595 1.8635031  1.8783191  1.85027529]
19,[1.84370242 1.82907504 1.72510555 1.7599876 ]
20,[1.74593778 1.82402625 1.76240923 1.76853655]
21,[1.82900901 1.74976658 1.81991332 1.80358405]
22,[1.83159105 1.93096163 2.14035767 1.77834182 1.78252146]
23,[2.02649731 1.77885578 1.78494865 1.84412702 2.03846009]
24,[1.79488257 1.79284684 1.87806618 1.81000803]
25,[1.78792306 1.82487241 1.76088979 1.77267659]
26,[2.04907974 1.8843315  2.19482555 1.90138179 1.81196649 1.89458439]
27,[1.77378685 1.87775541 1.805033   1.79834419]
28,[1.8807026  1.97058694 1.83377122 1.9444905  1.87642536]
29,[1.74770524 1.7749641  1.79008266 1.75348642]
30,[1.84875921 1.87331868 1.91513566 1.82924823 1.83855796]
31,[1.899428   1.78363365 1.86690835 1.82855012 2.12495176]
32,[1.91399065 1.80232509 1.78706308 1.8201369 ]
33,[1.78640321 1.7700692  1.75800247 1.75119819]
34,[1.81010315 1.90196465 1.88150342 1.9844362  1.8316589 ]
35,[1.80351745 1.83341015 1.74023126 1.77100394]
36,[1.77678326 1.77216973 1.79736384 1.77906693]
37,[1.77493727 1.84689004 1.83139521 1.82882457]
38,[1.92921745 1.91958623 1.98960921 1.92135036 1.84589117]
39,[1.879545   2.06713861 1.84969151 2.01352209 1.94012169 1.92301086]
