,length
0,[1.75145876 1.83542111 1.76753626 1.84000247]
1,[1.84859946 1.80580408 1.80927889 1.76672557]
2,[1.88187239 1.95788432 2.02487977 1.78879614 1.75152614]
3,[1.92564116 1.79188837 1.7638185  1.82709651]
4,[1.73383458 1.71307625 1.73408727 1.8307204 ]
5,[1.80349752 1.79403988 1.76607886 1.86042353]
6,[1.96478219 1.78179159 1.85715969 1.85469101 1.98462126]
7,[1.78063033 1.81788358 1.76828886 1.80012946]
8,[1.99023406 1.84067042 1.78440533 1.91728766 1.81637786]
9,[1.82561824 1.78025096 1.93013859 2.100091   1.80494217]
10,[1.92328052 1.78913878 1.90759794 1.88245883 1.88604813]
11,[1.75866206 1.89369466 1.96313198 1.78359212 1.92962994]
12,[1.93787188 1.8523152  1.90976515 1.86213937 1.85253233]
13,[1.76694854 1.78474757 1.75709109 1.77910684]
14,[1.84739555 1.72524078 1.84540542 1.88427069]
15,[1.80697454 1.81784558 1.83373503 1.85526544]
16,[1.75316955 1.77737352 1.83346659 1.79697025]
17,[1.75539997 1.81328402 1.88491423 1.78974133]
18,[1.79742441 1.88058837 1.75741738 1.80568241]
19,[1.73908843 1.76550988 1.86158395 1.78794025]
20,[1.9349448  1.75149786 1.95474466 1.81221343 2.00177781]
21,[1.88525155 1.77698331 1.73603721 1.83051092]
22,[1.85593241 1.87752657 2.03372618 1.80191085 1.81744651]
23,[1.80068016 1.82698328 2.11708896 1.81960902 1.9612396 ]
24,[1.76053463 1.75874993 1.76796297 1.79271735]
25,[1.84360076 1.95536784 1.90786038 1.81939219 1.86975383]
26,[1.69718537 1.7491763  1.90885928 1.88884355]
27,[2.03139585 1.8832101  1.91106591 1.90439426 1.78460708]
28,[1.77626514 1.78593495 1.77444656 1.76313394]
29,[1.9611522  2.14756022 1.87361103 1.87274522 1.89251267 1.9205744 ]
30,[2.05564704 1.81291796 1.82741524 1.85489899 1.81586806]
31,[1.78678033 1.81517836 1.74144629 1.79655255]
32,[1.86509438 1.84176961 1.80317596 1.90612021 2.25532645]
33,[1.95240209 1.84704089 1.87490477 1.91912906 1.79614962]
34,[1.80340551 1.84840386 1.86441548 2.19272647 1.81750978]
35,[1.82881123 1.94804689 1.91189302 2.01676596 1.79132591]
36,[1.81108555 1.95758239 1.96898054 1.76713225 1.78908296]
37,[1.7315561  1.84978247 1.8158383  1.76618269]
38,[1.80843843 1.82386961 1.77375604 1.76402157]
39,[1.7832627  1.80763396 1.79919233 1.7853622 ]
