,length
0,[1.85922621 1.88116493 1.87700396 1.95086366 1.96579138]
1,[1.84583822 1.8459316  1.9443301  1.85362275 1.82027582]
2,[1.89509684 1.92075182 1.87052027 1.92430999 1.85160556]
3,[1.93822669 1.776811   1.74127417 1.75136998]
4,[1.86141842 2.13025437 1.76551477 1.83650333 2.06647081]
5,[1.80327493 1.81974125 1.77872227 1.77912638]
6,[1.81902853 1.81815671 2.029529   1.82570339 1.87790983]
7,[1.84718287 1.77504324 1.76042135 1.81251105]
8,[1.90228923 1.77806061 1.85952899 1.97344055 1.82506333]
9,[1.82347142 1.81242508 1.71163112 2.00059859 1.90615717]
10,[1.75999547 1.74397684 1.7252521  1.88202868]
11,[1.73184395 1.81385997 1.81903659 1.7700068 ]
12,[1.8513863  1.86759444 1.83797798 1.86835561 1.91246172]
13,[1.85483858 1.75560513 2.16580372 1.95411577 1.79902177]
14,[1.89726803 2.22468845 1.72672519 1.90602433 1.82367695]
15,[1.89509288 1.83777122 1.87336541 1.90370998 1.85621361]
16,[1.87017042 1.95671891 1.85127394 1.80299602 1.85339067]
17,[1.75669335 1.9157307  1.88892919 1.87109355 2.04585848]
18,[1.9306389  1.89738682 1.93278295 1.85573309 1.86441668]
19,[2.05138503 2.15683194 1.79004593 1.83908509 1.83870129]
20,[1.78257674 1.83869669 1.79530916 1.88624968]
21,[1.90405668 1.8957675  1.77692379 1.68715693]
22,[2.03031717 1.84865762 1.77328271 1.81215056 1.92770799]
23,[1.74358698 1.78295551 1.7643987  1.71744972]
24,[1.84605195 1.80867421 1.81279731 1.80139086]
25,[1.79394002 1.8307529  1.77169036 1.79209347]
26,[1.89197922 1.90939423 1.88687414 2.02419972 1.89241799]
27,[1.81935155 1.7100982  1.7926541  1.9069624 ]
28,[1.9718224  1.87146347 1.81459376 1.82734854 2.10820683]
29,[1.87637046 1.9574362  1.89590869 1.90689686 1.79199287]
30,[1.75217922 1.75517286 1.79320599 1.80180197]
31,[1.83491626 1.77177466 1.72962209 1.83521938]
32,[1.98981939 1.89983328 1.81280501 1.92067078 2.0172902  2.14623828]
33,[1.77568848 1.76342159 1.78172172 1.7768444 ]
34,[1.84407423 1.91320129 1.82123616 1.78461824]
35,[1.84565311 2.10737785 1.88513907 1.88042307 1.87040554]
36,[1.81578858 1.96272147 1.86879909 1.90563675 1.81943123]
37,[1.81400542 1.74921748 1.73834838 1.77277859]
38,[1.67390513 1.77513584 1.83858181 1.9207781 ]
39,[1.73116359 1.79168456 1.77711703 1.82658417]
