,length
0,[1.78089399 1.76486272 1.78999573 1.79233673]
1,[1.84830596 1.84620952 1.86988795 1.88930594 1.87836119]
2,[1.82015902 1.80844178 1.76395105 1.75730449]
3,[1.75162332 1.79396957 2.13864281 1.98868383 1.7984983 ]
4,[1.86758902 1.87078866 2.16786225 1.79637684 1.78385776]
5,[1.84935824 1.77460112 1.91874635 1.83488412 1.90042146]
6,[1.83348118 1.82764909 1.7500978  1.78950658]
7,[1.76192457 1.78335148 1.88691782 1.839336  ]
8,[1.75101366 1.75530434 1.74336436 1.79551465]
9,[2.00763001 1.96085366 1.82140707 1.90051559 1.86589303]
10,[1.89377971 1.8488619  1.82838614 1.99398684 1.91412364]
11,[2.02129301 1.8915507  1.98497542 1.86760208 1.83211247]
12,[1.82041187 2.00768412 1.79594475 1.87522146 1.87347591]
13,[1.82625642 1.83128177 1.75718436 1.86701913]
14,[1.75045551 1.79155099 1.7861181  1.75121255]
15,[1.83469862 1.83626672 2.02228255 1.95405253 1.86801365]
16,[1.86996363 1.84620063 1.89887245 1.84151878 1.85479201]
17,[1.91010207 2.01663259 1.89786834 1.89058863 1.98823143 2.15269908]
18,[1.87662967 1.79404351 2.08371488 1.97454772 1.88185009]
19,[1.81730639 1.81006662 1.74101208 1.75710808]
20,[1.82970628 1.90170901 1.85942246 1.9695549  1.85653279]
21,[1.9093307  1.84527416 2.02306101 1.85765543 1.83542898]
22,[1.75683818 1.72436025 1.78566014 1.78638019]
23,[1.80586476 1.77403253 1.8001378  1.86606702]
24,[1.86249391 1.84008116 1.86646009 1.78867214]
25,[1.78471258 1.78235449 1.81101841 1.8784217 ]
26,[1.81437947 1.6990189  1.78472058 1.78167639]
27,[2.02572813 1.87560308 1.87916444 1.89851334 1.84118972]
28,[1.9221883  1.79605483 1.8267685  1.82684663 1.9924288 ]
29,[1.7459424  1.83451972 1.78559821 1.75064545]
30,[1.74339907 1.7511029  1.7872979  1.80717201]
31,[1.85218074 1.83666142 2.00986829 1.90974001 1.80257581]
32,[1.89452248 1.84082153 1.85613741 1.8597835  2.02217478]
33,[1.78994327 1.76122152 1.78529479 1.80778392]
34,[1.74028764 1.82104641 1.76964378 1.68906984]
35,[1.83782517 1.7786419  1.77483596 1.86030624]
36,[1.82282974 1.84693372 1.81789016 1.77823573]
37,[1.94943019 2.35780473 1.85334555 2.01386103 1.86948038 1.85837153]
38,[2.07969783 1.82711867 1.85758323 1.90118516 1.77134561]
39,[1.91732494 1.87996079 1.82391709 1.80977411 1.85587737]
