,length
0,[1.86784163 1.86689839 1.75146144 1.86784181]
1,[1.75837249 1.75837728 1.83142156 1.85455474]
2,"[3.53010538 1.95067743 3.35489478 3.32481169 3.3524457  1.84533129
 2.7798064  2.87534471 3.46322322 1.97216222 3.39140446 3.21039899
 3.49824163 1.84264513 2.76807337 3.37833633 2.94023291 2.00654466
 3.38595713 3.41746294 1.93979641 3.28986159 2.89912542 3.21532781
 3.48314271]"
3,[1.8214567  2.00870904 1.97847505 2.00870515 1.90811032 1.82145601]
4,"[2.76807339 3.51253993 3.36646615 1.85322851 3.23245586 3.51254449
 1.94452073 2.76807337 3.40004405 3.33197632 3.00092964 3.39951361
 3.50174778 1.96067864 1.95077731 3.32122959 3.48926956 3.41897335
 2.87534471 1.96068278 3.36646615 3.41897337 1.8532285  3.23245586
 2.87534473]"
5,"[2.94023012 2.00654055 2.87534473 3.37833633 1.93979217 3.2898591
 3.41746292 2.89912542 3.46322293 1.9721581  3.32481167 1.84533128
 3.39140446 3.21039897 3.49823711 3.38595711 1.84264513 3.48314271
 3.2153278  3.5301099  1.95067744 3.35489479 3.35244572 2.76807339
 2.7798064 ]"
6,[1.76519221 1.84681405 1.76060612 1.76518762]
7,[1.76418684 1.75935669 1.84895531 1.76418683]
8,"[3.48346939 3.21576121 1.93944445 3.29084372 3.41808751 3.38775883
 3.37947765 2.00736873 2.94228005 2.89969632 1.84224085 2.76744819
 3.4978966  3.210869   3.39212054 3.46468224 1.9735458  2.8759682
 1.84480083 3.35139296 3.53053297 3.32736397 2.7792355  1.9506389
 3.35667962]"
9,"[1.8527517  2.87596822 3.23277535 3.41960641 1.96155876 3.36877112
 3.41960167 2.8759682  3.48911798 1.95037481 3.32198523 3.40012753
 1.96155911 3.50454192 3.00231336 3.33059809 1.94468675 3.4019777
 2.76744819 3.51306054 3.23277535 1.85274739 3.36877112 3.51306057
 2.76744821]"
10,"[3.35139773 2.76744821 1.95064296 3.35668197 2.7792355  3.53053312
 3.21576119 3.48346935 1.84224078 3.38775881 3.49790127 3.39212048
 3.21086898 1.8448051  1.97354949 3.46468246 3.32736396 3.4180827
 1.93944021 3.29084122 2.89969632 2.00736873 3.37947308 2.94227726
 2.87596822]"
11,[1.85626737 1.83183137 1.75829793 1.75830275]
12,[1.86863821 1.75020984 1.86764472 1.86863368]
13,"[1.91044843 3.24773721 3.43340118 3.25483953 1.95664455 3.41645271
 2.8396737  3.48048638 1.9150967  2.77949637 3.57562244 3.30911126
 3.57715549 3.31058693 1.91436868 3.478095   2.77892563 3.41644816
 1.95746199 1.90950862 3.43257362 2.83925812 3.25475123 3.247564  ]"
14,[1.82138078 1.90905009 2.0090263  1.97757569 2.0090261  1.82138447]
15,"[3.48048642 1.95746198 3.41644368 2.77949638 1.90950862 3.43257337
 2.83925812 3.247564   1.91510051 3.25483952 3.57561783 3.30911125
 3.5771601  3.31058691 1.91436486 3.25475121 3.43340138 1.91045266
 3.2477397  3.41645723 2.8396737  2.77892854 1.95664454 3.47809496]"
