,length
0,[1.75973084 1.80321359 1.73086559 1.83359141]
1,[1.82808197 1.77191137 1.73750537 1.8087644 ]
2,[1.8138205  1.7896339  1.76395837 1.7435077 ]
3,[1.70895215 1.82139222 1.73243448 1.76674343]
4,[1.79419511 1.96269824 1.84103955 1.80446605 1.83947874]
5,[1.79211246 1.78245612 1.80808846 1.80593971]
6,[1.85158379 2.02991598 1.92935584 1.80874112 1.84884967]
7,[1.87301815 1.84807832 1.91702777 1.92255076 1.86198932]
8,[1.79371215 1.7786874  1.79404932 1.82377877]
9,[1.84223804 1.83086189 1.86963376 2.3482725  1.85258552]
10,[1.9231327  2.16284633 1.81920024 1.93560525 1.83550435 2.09788315]
11,[1.79831121 1.85687281 1.82134217 1.93073044 2.04771026]
12,[1.75519626 1.78342946 1.84268923 1.89346768]
13,[1.79931079 1.84507431 1.81973694 1.74440168]
14,[1.81628522 1.71827474 1.79136575 1.79097126]
15,[1.82658099 1.97361553 2.19898552 1.8342048  1.83199395]
16,[1.95911516 1.83867822 1.97625409 1.79954401 1.84910383]
17,[1.87347597 1.90974827 1.80802642 2.11026303 1.90052755]
18,[1.91011042 1.94851766 1.81377017 1.81451315 1.89625073]
19,[1.81940138 1.88181739 1.89373016 2.21510029 1.91798659]
20,[1.74930461 1.7661943  1.7449137  1.74882838]
21,[1.82172102 1.81873742 1.75074404 1.754296  ]
22,[1.8495597  2.04048411 1.85571004 1.81721321 1.92286673]
23,[1.7653216  1.7746358  1.74860646 1.77875537]
24,[1.8757374  1.86154671 1.92297305 1.81123352 1.90496787]
25,[1.80162644 1.83580548 1.9274607  1.95072465 1.94685478]
26,[1.79399541 1.77512949 1.80880139 1.78543112]
27,[1.77881063 1.79018852 1.7698888  1.78881402]
28,[1.71682505 1.81610959 1.78914285 1.80930015]
29,[1.87719186 1.91664976 1.90541078 1.83096385 1.90470778]
30,[1.8444641  1.85622148 1.86897256 1.98499617 1.8639457 ]
31,[1.885633   1.9908832  1.95404745 1.90747746 1.84094373 2.07856318]
32,[1.9115567  1.836095   2.08899694 1.82605901 1.82051746]
33,[1.85371994 1.90580684 1.93813452 1.89983969 1.81640123]
34,[1.86504333 1.85323368 1.89654703 1.95720746 1.85180893]
35,[1.73712746 1.79610555 1.78652937 1.76201263]
36,[1.74059648 2.09298698 1.79545368 2.02842375 1.77586983]
37,[1.95900601 2.00056994 1.81509855 1.88464737 1.80180419]
38,[1.82735416 1.85583209 2.00169932 1.89201551 1.84870467]
39,[1.82314564 1.90605909 1.81655447 1.80588903 1.9501765 ]
