,length
0,[2.02378964 1.91682459 1.92328537 1.92781997 1.76574647]
1,[1.92422018 1.94922933 1.82552717 1.94280854 1.87188663]
2,[1.81864504 1.84337859 1.80521136 1.80811761]
3,[1.74455378 1.788667   1.72051179 1.81000585]
4,[1.95415842 1.85305451 1.88286463 2.18065814 1.78026862]
5,[1.77972312 1.82202759 1.86177632 1.81622823]
6,[2.17505934 1.85156825 2.15673111 1.81360504 1.93256615 1.93013113]
7,[1.86509322 1.92943571 1.85646141 1.77910435 1.93764678]
8,[1.91253055 1.89935814 1.79998317 2.00824751 1.72926829]
9,[1.79479998 1.88926869 1.97843344 1.87631109 1.91898637]
10,[1.78814384 1.85376985 1.79089028 1.80084281]
11,[1.79418992 1.95460559 1.89618543 1.99808404 1.81464053]
12,[1.95430685 2.03766107 1.89922151 1.93592532 2.07267258 1.84702658]
13,[1.81971943 1.77954257 1.81046248 1.80005492]
14,[1.75261735 1.84011768 1.78540014 1.75443304]
15,[1.83890047 1.87014207 1.82081277 1.80012441]
16,[1.77148725 1.86000476 1.84087351 1.80651233 2.31089855]
17,[1.82548574 1.77608931 1.6790711  1.83770316]
18,[1.83634777 1.77176163 1.77315915 1.8188304 ]
19,[1.85329702 1.84139639 1.77804087 1.77131093]
20,[1.88950786 1.85955565 1.79453185 2.00808917 1.91106052]
21,[1.83734238 1.69689634 1.73504962 1.81399713]
22,[1.77720965 1.91616889 1.80836916 1.81460249 1.94843247]
23,[1.93087934 1.75344106 1.86458868 1.88981017 2.0316759 ]
24,[1.84054865 1.69143999 1.73608815 1.81325313]
25,[1.94464243 1.83627904 1.84807606 1.98835363 2.07109013 1.93669227]
26,[1.77827397 1.73326496 1.79742075 1.8096357 ]
27,[1.83204334 1.80197304 1.88881748 1.89835937 2.04341369]
28,[1.82460286 1.91899068 1.76798375 1.95106411 1.81197711]
29,[1.87214716 1.8015095  1.88397037 1.86948142 1.81100962]
30,[1.85228577 1.82047395 1.79565562 1.74567581]
31,[1.84693489 1.77810133 1.91680909 1.81683851]
32,[1.81887892 1.83268042 1.86082347 1.86276255 2.08121534]
33,[1.81920826 1.78572932 1.76919504 1.81557232 2.22724726]
34,[1.7961409  1.86677534 1.79250784 1.76079249]
35,[1.75188788 1.76476396 1.8517966  1.80232489]
36,[1.89752937 1.83553392 1.78085198 2.00871499 1.79978759]
37,[1.80305015 1.7340005  1.85671841 1.85621646]
38,[2.07021549 1.84462011 1.76131979 1.85713346 1.97877232]
39,[1.76145938 1.78725441 1.74141349 1.8439159 ]
