,length
0,[1.80157884 1.81745867 1.78332741 1.84409819]
1,[1.86663434 1.82218597 1.76567178 1.79567657]
2,[2.2064833  1.8325949  1.91289781 1.7705741  1.73581013]
3,[1.71243417 1.78413159 1.82972836 1.82508174]
4,[1.85699962 1.93745853 1.98082514 1.8655391  1.91047077]
5,[1.79579877 1.71825239 1.80318193 1.89807009]
6,[1.91276432 1.82524401 1.95690614 1.91760514 1.88900094]
7,[1.73676145 1.72932508 1.79127557 1.68571367]
8,[1.87939879 1.95137067 1.86543215 1.7804442  1.80580009]
9,[1.96456644 1.89855587 1.82909146 1.81265608 1.94591138]
10,[2.22527993 2.01735974 1.94223935 1.83380238 1.84762789 2.0691445 ]
11,[1.80591124 1.72184522 1.76728258 1.80009052]
12,[1.79894357 1.73563756 1.74441383 1.77391378]
13,[1.82194014 1.95646806 1.962733   1.78893314 1.99009061]
14,[1.83171833 1.9777357  1.84929829 1.85692377 1.88524419]
15,[1.69127849 1.8401547  1.77540526 1.81972195]
16,"[2.04169406 2.06818701 2.52641199 1.93560154 2.0303606  1.86904036
 2.38546007]"
17,[1.78941984 1.78780226 1.88054743 1.75850765]
18,[1.88222098 2.12539011 1.87273788 1.93591725 1.74357328]
19,[2.04753252 1.83299971 1.96072312 1.95517607 2.04115204 1.81078391]
20,[1.82131606 1.80258571 1.83593563 1.78029164]
21,[1.85089647 1.77116214 1.97331483 1.76737756]
22,[1.95722667 1.82480531 1.84032522 1.87747197 1.86686185]
23,[1.87822203 1.77139635 1.8583409  1.73738877]
24,[1.74706999 1.83893723 1.7815074  1.91294891]
25,[1.92772404 1.81838992 1.9169339  1.8975643  1.93437675]
26,[1.8050486  1.84991171 1.82602106 1.87444333 2.01390851]
27,[1.84618135 2.01264621 1.8677602  1.90835554 1.80143488]
28,[1.9104511  1.8226031  1.70795226 1.86303662]
29,[1.83608423 1.9163973  1.74367955 1.76853977]
30,[1.77855811 1.76393891 1.8109865  1.71963755]
31,[1.77385277 1.88663873 1.77946273 1.77965376]
32,[1.81428572 1.81097319 1.80169042 2.24239535 1.76219354]
33,[1.74594495 1.77590345 1.77061887 1.85117107]
34,[1.90328337 1.87517717 1.98181984 1.87976886 1.91781257]
35,[1.80321957 1.78506525 1.7578756  1.7917178 ]
36,[1.96228606 1.82928698 1.78087454 1.82655341 2.14722351 2.09085292]
37,[1.87385621 1.84648728 1.79406241 1.77173995]
38,[1.79663083 1.76953127 1.77783333 1.77808328]
39,[1.75083071 1.82451936 1.84385553 2.0658813  1.8044341 ]
