,length
0,[1.90609276 1.73621516 1.84845748 1.84622123]
1,[1.75824601 1.82606438 1.77426508 1.73732117]
2,[2.00356719 1.93109246 1.98348897 1.79053954 1.93109666]
3,[1.87227684 1.91930316 1.8013101  1.84672158 2.07717071]
4,[1.815688   1.81503477 1.96571494 1.70138073]
5,[1.87002804 1.7417902  1.8096944  1.81421486]
6,[1.88293203 1.7030248  1.81894583 1.88833905]
7,[1.85687301 1.85930542 1.78972907 1.81796913]
8,[1.75869379 2.01892944 1.89759535 2.00989058 1.7703635 ]
9,[1.86878365 1.89670834 2.04665613 1.80682884 1.83587243]
10,[1.80124559 1.85014706 1.79843043 1.74780686]
11,[1.90566737 1.77283911 1.80808406 1.81528409 1.94778589]
12,[1.73735244 1.72055357 1.73672818 1.85596251]
13,[1.74034562 1.76139105 1.74934286 1.82484695]
14,[1.75459001 1.91723687 1.74123732 1.80333586]
15,[1.84391177 1.86929006 1.97354074 1.92566809 1.79286924]
16,[1.7301656  1.79839482 1.83080697 1.73438764]
17,[1.87495564 1.8500009  1.83609695 1.75577526]
18,[1.83019773 1.87562267 1.83304048 1.95704246 1.92039084]
19,[1.77855315 1.84325535 2.20413627 2.53284386 1.83400545 1.85348197]
20,[1.87446562 1.93910068 1.81862823 1.79582248 1.85162093]
21,[1.9679912  1.79355673 1.83845185 1.81194344]
22,[1.92796732 1.90677363 1.90596087 1.84687375 1.86155581]
23,[1.81705878 1.86172041 1.7668385  1.74508315]
24,[1.8705381  2.01322494 1.90001136 2.20397842 1.81012678 1.82614414]
25,[1.78680889 1.81833524 1.92270487]
26,[1.78292766 1.77104962 1.82372488 1.86097114]
27,[1.95018006 1.78947447 1.84343054 1.70706383]
28,[1.93556675 1.94222538 1.93902285 1.87334223 1.83584327]
29,[1.68775579 1.88709188 1.77503553 1.79215745]
30,[1.88131942 1.85231994 1.82703665 2.06092135 1.77458908]
31,[1.87059015 1.94503616 1.87266548 1.78198042 1.87776612]
32,[1.78791754 1.83341898 1.78474435 1.80025838]
33,[1.82658567 1.92357843 1.96322502 2.09419676]
34,[1.75785853 1.83996133 1.8207414  1.74992455]
35,[1.93643947 1.94301288 1.91594831 1.8327255  1.89572467]
36,[1.87866544 1.83643925 1.77484256 1.8866549 ]
37,[1.82100227 1.87451632 2.03112366 1.78249664 1.8856618 ]
38,[1.73242001 1.99080828 1.92422774 1.94343992 1.86724811]
39,[1.77368372 1.82256276 1.79951238 1.81255099]
