,length
0,[1.78396327 1.85233257 1.76431511 1.85267402]
1,[1.86608146 1.76725357 1.82399435 1.76740173]
2,"[3.28226778 1.93213613 2.86475441 3.37215244 2.88671977 3.4418944
 1.84882565 2.79229332 3.23478243 3.19487516 3.39861296 3.29403857
 3.48093949 2.05051224 1.97472747 3.37387672 2.97134266 3.33597169
 1.83531586 2.78317646 3.4096828  1.97392216 3.52657327 3.386748
 3.39098902]"
3,[1.85275985 1.91705664 1.8487008  1.97047644 1.97825834 1.95789011]
4,[1.78396327 1.85267402 1.76431511 1.85233257]
5,"[1.84882565 2.79229332 3.23478243 3.4418944  1.93213613 2.86475441
 2.88671977 3.37215244 3.28226778 1.97392216 3.52657327 3.386748
 3.39098902 3.4096828  3.33597169 1.83531586 2.78317646 1.97472747
 3.37387672 2.97134266 3.48093949 2.05051224 3.39861296 3.29403857
 3.19487516]"
6,[1.91705664 1.85275985 1.97825834 1.95789011 1.97047644 1.8487008 ]
7,[1.7483713  1.76943851 1.83297983 1.83236824]
8,[1.86608146 1.76740173 1.82399435 1.76725357]
9,[1.91606292 1.91606292 1.90485177 1.9785038  1.90485177 1.9785038 ]
10,[1.7483713  1.83236824 1.83297983 1.76943851]
11,"[3.36507695 1.99697244 3.47581371 1.99322049 2.93221569 3.48720789
 1.83411695 3.43206664 2.87558075 3.22809464 3.33343838 1.91992183
 3.36342938 2.88671977 3.43305353 3.28495713 3.53950368 1.97964024
 3.3676673  3.4091018  3.3496937  2.78261042 2.82607972 1.84921126
 3.2466676 ]"
12,"[3.43305353 3.28495713 1.91992183 3.36342938 2.88671977 1.83411695
 3.48720789 3.43206664 2.87558075 3.33343838 3.22809464 3.36507695
 1.99697244 3.47581371 1.99322049 2.93221569 1.84921126 3.2466676
 3.3496937  2.78261042 2.82607972 3.53950368 1.97964024 3.4091018
 3.3676673 ]"
13,"[3.53950368 1.97964024 3.4091018  3.3676673  3.3496937  2.78261042
 2.82607972 1.84921126 3.2466676  3.36507695 1.99322049 3.47581371
 1.99697244 2.93221569 3.43206664 2.87558075 3.22809464 3.33343838
 1.83411695 3.48720789 3.36342938 1.91992183 2.88671977 3.28495713
 3.43305353]"
14,"[1.84921126 3.2466676  3.3496937  2.78261042 2.82607972 3.53950368
 1.97964024 3.3676673  3.4091018  3.28495713 3.43305353 3.36342938
 1.91992183 2.88671977 3.43206664 2.87558075 3.33343838 3.22809464
 3.48720789 1.83411695 3.36507695 3.47581371 1.99322049 1.99697244
 2.93221569]"
15,[1.76740173 1.82399435 1.76725357 1.86608146]
16,[1.83236824 1.83297983 1.76943851 1.7483713 ]
17,[1.85233257 1.76431511 1.85267402 1.78396327]
18,[1.97825834 1.95789011 1.97047644 1.8487008  1.91705664 1.85275985]
19,[1.8487008  1.97047644 1.97825834 1.95789011 1.85275985 1.91705664]
20,[1.76725357 1.82399435 1.76740173 1.86608146]
21,[1.85267402 1.76431511 1.85233257 1.78396327]
22,[1.90485177 1.9785038  1.90485177 1.9785038  1.91606292 1.91606292]
23,[1.76943851 1.83297983 1.83236824 1.7483713 ]
24,"[1.97392216 3.52657327 3.39098902 3.386748   3.4096828  2.78317646
 1.83531586 3.33597169 1.97472747 3.37387672 2.97134266 2.05051224
 3.48093949 3.39861296 3.29403857 3.19487516 3.23478243 1.84882565
 2.79229332 3.4418944  2.88671977 3.37215244 1.93213613 2.86475441
 3.28226778]"
25,"[3.19487516 3.39861296 3.29403857 2.05051224 3.48093949 1.97472747
 3.37387672 2.97134266 1.83531586 3.33597169 3.4096828  2.78317646
 1.97392216 3.52657327 3.39098902 3.386748   3.28226778 3.37215244
 2.88671977 1.93213613 2.86475441 3.4418944  3.23478243 1.84882565
 2.79229332]"
26,[1.91431419 2.00152812 1.97808984 1.85522828 1.84976613 1.97165066]
27,[1.90558409 1.90953762 1.91015549 1.90953762 1.91015549 1.90558409]
28,[1.90953762 1.91015549 1.90558409 1.90558409 1.90953762 1.91015549]
29,[2.00152812 1.97808984 1.91431419 1.97165066 1.84976613 1.85522828]
30,[1.85522828 1.84976613 1.97165066 1.91431419 2.00152812 1.97808984]
31,[1.97165066 1.84976613 1.85522828 2.00152812 1.97808984 1.91431419]
