,length
0,[1.769455   1.86429205 1.79173619 1.76376928]
1,[1.95091387 1.80359469 1.789262   1.95166554 1.91445187]
2,[1.7860731  1.81244347 1.75979894 1.75364785]
3,[1.7937413  1.82138816 1.75713744 1.82306584]
4,[1.88291523 1.82037618 2.08380416 1.94532065 1.79312909]
5,[1.82294069 1.78069588 1.72118497 1.78819962]
6,[1.77231334 1.87683059 1.72348666 1.8329162 ]
7,[2.02817735 1.8472861  1.80228555 1.83729597 1.8490095 ]
8,[1.85346997 1.76851297 1.77453691 1.8220179 ]
9,[1.84143906 1.79604644 1.75121174 1.7724293 ]
10,[1.86787753 1.85196951 2.00764553 1.84695509 1.85565324]
11,[1.79372904 1.79958386 1.84859603 1.75151037]
12,[2.37726252 1.85601422 1.98552158 1.8081897  1.91223023 1.99770743]
13,[1.72533375 1.75969051 1.87571947 1.792055  ]
14,[1.7938806  1.80421573 1.78370605 1.77203879]
15,[1.7263962  1.82617418 1.75178551 1.78478514]
16,[1.78565254 1.78517767 1.74923547 1.76397589]
17,[1.86679395 1.95449588 1.88775695 1.9545449  1.76782877]
18,[1.91483    1.95265354 1.81003972 1.85343451 1.89630495]
19,[1.86793861 2.024831   1.85604995 1.8242829  1.91637376]
20,[1.80960519 1.82370875 1.84863425 1.93934978 1.84913885]
21,[1.93615322 2.15658809 2.13898056 1.82252143 1.9281817  1.84717098]
22,[1.74158374 1.7509702  1.80796145 1.7478202 ]
23,[1.87338402 1.84341618 1.81030857 1.78980673 2.10415249]
24,[1.80188945 2.0660926  1.76087462 1.75686486 1.96382316]
25,[1.8638216  1.83896922 1.80855981 1.76293317]
26,[1.81307218 1.73637447 1.79920019 1.83154591]
27,[1.74943724 1.82280573 1.8110901  1.7363717 ]
28,[2.01557364 1.86805207 1.79003847 1.88516742 1.88441698]
29,[1.8579987  1.98225214 1.91726917 1.87179314 1.84883191]
30,[1.77442383 1.86218781 1.77957408 1.8878861 ]
31,[1.88391577 1.83647247 1.79540836 1.77446744]
32,[1.93201896 1.79102056 1.82010408 1.81586141 1.88383356]
33,[1.72206264 1.79504773 1.85817201 1.76894646]
34,[1.92126165 1.79299491 1.89843518 1.821351   1.90279603]
35,[1.7675225  1.82194493 1.82139653 1.83386677]
36,[1.83023931 1.77146121 1.77432793 1.82307821]
37,[1.86670633 2.00868843 1.88032241 1.83403682 1.83331658]
38,[1.8406362  1.73991109 1.79022354 1.7939197  2.18469644]
39,[1.96835052 1.90104853 1.86606244 1.91804744 1.85013763]
