,length
0,[1.83261336 1.77622865 1.82948813 1.82148795]
1,[1.70297143 1.76109299 1.83065682 1.85321465]
2,[1.84785517 1.83163191 1.84127793 1.90209224 1.88383704]
3,[1.78549768 1.78600521 1.7834412  1.81165624]
4,[1.79143825 1.68991662 1.85849043 1.83183226]
5,[1.74846341 1.77143354 1.7881578  1.77933873]
6,[1.95183581 1.84808708 1.86262136 1.84513167 1.87412336]
7,[1.69391866 1.81682234 1.79987846 1.89116968]
8,[1.93977331 1.77557925 1.89127798 1.90626832 1.84165759]
9,[1.8178821  1.84326539 1.83191693 1.87773259 1.84835527]
10,[1.9051012  1.79378633 1.93661335 1.72546473]
11,[1.8861984  1.84779319 1.87407777 2.01136644 1.84439658]
12,[1.87628689 1.81056024 1.8518582  1.71988025]
13,[1.79758646 1.76780621 1.76934745 1.75932309]
14,[1.79802473 1.80298742 1.8296573  2.14858906 1.76138724]
15,[1.96708472 1.8830605  2.24681902 1.84121748 1.91542264]
16,[1.74759706 1.74390206 1.80936339 1.7308692 ]
17,[1.82095986 1.88531581 1.80930287 1.80272373 1.82898342]
18,[1.76767879 2.0289935  1.87043782 1.85915396 1.88179785]
19,[1.79645641 1.90869639 1.82623782 1.86599464]
20,[1.75536308 1.89897037 1.86293005 1.81700872]
21,[1.83542392 1.81465991 1.87768031 1.71269944]
22,[1.80211124 1.901699   2.10703926 1.87680369 1.77753271]
23,[1.8000737  1.83127559 1.74978195 1.92020771]
24,[1.77073001 1.80625561 1.88325686 1.84317983]
25,"[2.79176846 2.63677321 2.00099166 2.74500954 1.87878213 1.92380751
 2.10744131 1.93043526]"
26,[1.85644921 1.89193881 1.94590901 1.76629464 1.82512182]
27,[1.76257716 1.78529845 1.84203614 1.89911905]
28,[1.78395539 1.79207162 1.85496656 1.76680342]
29,[1.92617269 1.85494037 1.87918033 1.82650407 1.88887251]
30,[1.87989577 1.97074641 2.19810536 1.74944384 1.86493348]
31,[1.70090108 1.81601286 1.84377243 1.88951749]
32,[1.8366286  1.73171592 1.80906937 1.82259499]
33,[1.92139697 1.80459107 1.90214975 1.75071052 2.0942096 ]
34,[1.78608905 1.97567843 1.79437961 1.82575125 1.82155347]
35,[1.77786831 1.75745105 1.70690823 1.84165229]
36,[1.8081633  1.87323471 1.72245704 1.76071764]
37,[2.01870129 1.8643256  1.80708871 1.85767846 1.89380317]
38,[1.86669213 1.79017285 1.77995505 1.80005736]
39,[1.90467045 1.84606539 1.81847247 1.79460761]
