,length
0,[1.76255626 2.02774863 1.96175747 1.80666522 1.79347878]
1,[1.85192642 1.7708502  1.7654551  1.77360437]
2,[1.82876079 1.78667062 1.83559248 1.81050503]
3,[1.75894693 1.78202447 1.83025606 1.70890239]
4,[1.84044005 1.87970453 1.96547169 1.97483525 1.88250621]
5,[1.82793136 1.78812818 2.1848847  1.81295211 1.78535623]
6,[1.79881759 2.15828195 1.99469965 1.76585755 1.88476356]
7,[1.80959648 1.80076028 1.93947597 1.86708338 1.93696928]
8,[1.87180178 1.83255658 1.94117742 2.12146456 1.83252494]
9,[1.82307091 1.75109576 1.8027023  1.94483885 2.08136963]
10,[1.84676022 1.76599805 1.77875529 1.75449379]
11,[1.73936321 1.98731404 1.83644794 1.80701379 2.04682711]
12,[1.73855083 1.8311526  1.7908977  1.76734603]
13,[1.78987473 1.86692035 1.86846699 1.82200121]
14,[1.83290961 1.74793384 1.73917562 1.81944011]
15,[1.99351675 1.95754676 1.84201208 1.77312395 1.81295532]
16,[1.86118505 1.94579282 1.91320107 1.92454367 1.80124722]
17,[1.95561734 1.81962273 1.79137034 1.74282545]
18,[1.71544223 1.7974863  1.80445675 1.79769894]
19,[1.81528907 1.78719705 1.75742399 1.74596161]
20,[1.99243469 1.89412864 1.81148041 1.76631525 1.9738707 ]
21,[1.83727307 1.86781876 1.75456512 1.89094938 1.84481489]
22,[1.93703295 1.8662839  1.87810612 1.8213874  2.01545668]
23,[2.0302746  2.17048977 2.07380374 1.8253255  1.78783086 1.93730271]
24,[1.8658603  1.93602086 2.11442346 1.91733187 1.99454071 1.90661283]
25,[2.08624101 1.83505281 1.8396538  1.87699466 1.80331917]
26,[1.83454124 1.81021334 1.76161311 1.82863964]
27,[1.83987568 1.75364137 1.80554116 1.85854741]
28,[1.79334676 1.80124312 1.8299204  1.90645908 1.90988994]
29,[1.88496957 1.87198428 1.99560518 1.87098    2.04687415 1.95360061]
30,[1.9479554  1.86443631 1.89494714 2.08727444 1.88852835 1.94938032]
31,[1.97896375 1.89485295 1.88709458 1.96297392 1.81493792 2.07097675]
32,[1.92898512 1.92551346 1.8446124  1.84873916 1.86689639]
33,[1.91642541 1.97681164 1.84381449 1.88644134 1.90763312]
34,[1.81087488 1.81104721 1.71542586 1.77761282]
35,[1.80570937 2.06515222 1.82904044 1.91815464 1.84942629]
36,[1.82014426 1.94354281 1.76005033 1.86442804]
37,[1.81175225 1.77235851 1.81195761 1.81931401]
38,[1.96266407 1.89138679 1.77587156 1.94397465 1.85626942]
39,[1.80184988 1.7469929  1.74347571 1.86283253]
