,length
0,[1.87661141 1.74848219 2.19257905 1.82016231 1.8015427 ]
1,[1.93146778 1.95185323 1.8353833  1.87853131 1.91915309]
2,[1.76679202 2.02233383 1.83926008 1.98399563 1.95860854]
3,[1.75440664 1.74682033 1.78189006 1.80624263]
4,[1.86377163 1.82775333 1.7839547  1.88506681 2.16567914]
5,[1.74921736 1.79285539 1.83453146 1.7556601 ]
6,"[2.68632672 2.21578961 2.34671971 1.86973546 3.13829668 1.86605381
 2.50663606 2.84354411 2.75032208 1.76513946 1.90343395]"
7,[1.92730695 1.9659428  1.84430139 2.03325563 1.80952412]
8,[1.8995953  1.8375971  1.94517979 1.81846832 1.83290225]
9,[1.86220914 1.80153338 1.7942198  1.84064773]
10,[1.82939144 1.77881791 1.81918746 1.79529531]
11,[1.81987815 1.79939652 1.8378791  1.74471126]
12,[1.83885938 1.9927049  1.85678872 1.88245386 1.85189663]
13,[1.74452912 1.78554078 1.78116477 1.84524691]
14,[1.86439442 1.83081871 1.85183149 1.94656623 1.82255126]
15,[1.83421521 1.89266946 1.8148111  1.8879706  2.08000075]
16,[1.81207606 1.87507826 1.86951998 1.84150491 2.03892794]
17,[2.11259337 1.97922327 1.85469428 1.75824517 1.7800096 ]
18,[1.76060035 1.76092119 1.76894302 1.76243069]
19,[1.9295778  1.82722269 1.91188561 1.91615894 1.86564315]
20,[1.81588572 1.88448467 1.78466247 2.13823339 1.79182591]
21,[1.79196825 1.8150679  1.92178524 1.78017762 1.90440891]
22,[1.83044185 1.80962472 1.7874756  1.72210676]
23,[2.10382316 1.86706559 1.85950773 1.99906106 1.85295373]
24,[1.82790293 1.72594272 1.80032414 1.7401485 ]
25,[1.82540001 2.01290318 1.81187458 1.84628426 1.79574104]
26,[1.99794801 1.94645378 1.8630796  1.86104542 2.10687183 2.26920317]
27,[1.71908107 1.83004371 1.78900726 1.75285298]
28,[2.09527034 1.91734038 2.02287902 1.94092681 1.88974328 1.95396774]
29,[1.85710014 1.77325171 1.85718372 1.81076394]
30,[1.77201182 1.76312504 1.75410774 1.83653442]
31,[1.72036816 1.79043996 1.76612316 1.8121927 ]
32,[1.91559568 1.89826454 1.7888257  2.02477969 1.86871773]
33,[1.96636518 1.9518623  2.05120935 1.78972141 1.82405438]
34,[1.91115512 1.81665234 1.97084963 1.86203529 2.02024337]
35,[1.87992182 1.95649364 1.91826211 1.9674497  1.94862887]
36,[1.79458924 1.81417572 1.92068732 1.84825852 1.91011996]
37,[1.80607397 1.77254466 1.75302566 1.73738379]
38,[1.79171996 1.80227722 1.78236086 1.79901769]
39,[1.77096846 1.80575499 1.78467143 1.7244688 ]
